SITE,n_points,SAM_median,SAM_IQR,RMSE_median,RMSE_IQR,CORR_median,CORR_IQR
BOCA_DO_ACRE,6,19.9427554213701,4.663729568521621,0.16586264161803688,0.07652159171810607,0.5411442404841126,0.10258978554559228
IPIXUNA,5,31.219263647525704,5.919586984285207,0.17462239239446026,0.04420267218273877,0.3253352272383196,0.21163882876602597
ITAMARATI,1,14.963456358209525,0,0.15504774835894522,0,0.7494761844766307,0
