n_points,SAM_median,SAM_IQR,RMSE_median,RMSE_IQR,CORR_median,CORR_IQR
12,22.686944407474073,13.831209401472883,0.1662967573184459,0.05947424557089126,0.5320178889893012,0.31860954534050184
