site,PONTO,TIPO,wl_nm,refl_img
IPIXUNA,IPX003,SOLO,892.08093,0.433859766
IPIXUNA,IPX003,SOLO,902.80164,0.414007783
IPIXUNA,IPX003,SOLO,913.44507,0.393133432
IPIXUNA,IPX003,SOLO,923.9502,0.451438159
IPIXUNA,IPX003,SOLO,934.11206,0.464911878
IPIXUNA,IPX003,SOLO,944.62732,0.477103829
IPIXUNA,IPX003,SOLO,956.27148,0.385503918
IPIXUNA,IPX003,SOLO,967.02667,0.346425563
IPIXUNA,IPX003,SOLO,977.36542,0.359441519
IPIXUNA,IPX003,SOLO,943.35791,0.366903186
IPIXUNA,IPX003,SOLO,951.40143,0.358129233
IPIXUNA,IPX003,SOLO,959.974,0.311238259
IPIXUNA,IPX003,SOLO,969.84491,0.356496543
IPIXUNA,IPX003,SOLO,979.224,0.353017479
IPIXUNA,IPX003,SOLO,988.91791,0.363271534
IPIXUNA,IPX003,SOLO,998.9082,0.377584487
IPIXUNA,IPX003,SOLO,1008.6443,0.379827559
IPIXUNA,IPX003,SOLO,1018.5357,0.388799876
IPIXUNA,IPX003,SOLO,1029.344,0.407309085
IPIXUNA,IPX003,SOLO,1037.9878,0.408987552
IPIXUNA,IPX003,SOLO,1047.675,0.414633393
IPIXUNA,IPX003,SOLO,1057.5737,0.422217131
IPIXUNA,IPX003,SOLO,1067.7948,0.425070584
IPIXUNA,IPX003,SOLO,1078.2161,0.419165343
IPIXUNA,IPX003,SOLO,1088.761,0.417319
IPIXUNA,IPX003,SOLO,1099.2776,0.407736331
IPIXUNA,IPX003,SOLO,1109.8894,0.401815832
IPIXUNA,IPX003,SOLO,1120.6759,0.41744107
IPIXUNA,IPX003,SOLO,1131.3048,0.600183129
IPIXUNA,IPX003,SOLO,1142.0703,0.462806135
IPIXUNA,IPX003,SOLO,1152.6501,0.354802787
IPIXUNA,IPX003,SOLO,1163.676,0.337102324
IPIXUNA,IPX003,SOLO,1174.7142,0.325871676
IPIXUNA,IPX003,SOLO,1185.5884,0.33815518
IPIXUNA,IPX003,SOLO,1196.3394,0.344747096
IPIXUNA,IPX003,SOLO,1207.2737,0.338506132
IPIXUNA,IPX003,SOLO,1217.8635,0.345220119
IPIXUNA,IPX003,SOLO,1229.1852,0.354024559
IPIXUNA,IPX003,SOLO,1240.2145,0.361211568
IPIXUNA,IPX003,SOLO,1250.9799,0.379736006
IPIXUNA,IPX003,SOLO,1262.5322,0.403524846
IPIXUNA,IPX003,SOLO,1273.4963,0.415121704
IPIXUNA,IPX003,SOLO,1284.4878,0.381918073
IPIXUNA,IPX003,SOLO,1295.4218,0.348989099
IPIXUNA,IPX003,SOLO,1306.218,0.328938723
IPIXUNA,IPX003,SOLO,1317.2566,0.316029608
IPIXUNA,IPX003,SOLO,1328.2993,0.302311748
IPIXUNA,IPX003,SOLO,1339.1294,0.368932635
IPIXUNA,IPX003,SOLO,1459.3157,0.392339975
IPIXUNA,IPX003,SOLO,1469.9308,0.317708105
IPIXUNA,IPX003,SOLO,1480.8422,0.197695881
IPIXUNA,IPX003,SOLO,1491.4292,0.111924924
IPIXUNA,IPX003,SOLO,1502.0236,0.095551997
IPIXUNA,IPX003,SOLO,1512.6333,0.104478523
IPIXUNA,IPX003,SOLO,1523.2222,0.110109106
IPIXUNA,IPX003,SOLO,1533.7764,0.112504765
IPIXUNA,IPX003,SOLO,1544.2262,0.11883726
IPIXUNA,IPX003,SOLO,1554.8168,0.127244979
IPIXUNA,IPX003,SOLO,1565.3688,0.134416729
IPIXUNA,IPX003,SOLO,1575.6274,0.142397195
IPIXUNA,IPX003,SOLO,1585.8597,0.153429464
IPIXUNA,IPX003,SOLO,1596.2454,0.158663303
IPIXUNA,IPX003,SOLO,1606.4913,0.163408861
IPIXUNA,IPX003,SOLO,1616.8336,0.166765854
IPIXUNA,IPX003,SOLO,1627.021,0.168734267
IPIXUNA,IPX003,SOLO,1637.0919,0.170031279
IPIXUNA,IPX003,SOLO,1647.2316,0.170748457
IPIXUNA,IPX003,SOLO,1656.933,0.172564283
IPIXUNA,IPX003,SOLO,1667.1851,0.174105436
IPIXUNA,IPX003,SOLO,1677.3193,0.175692379
IPIXUNA,IPX003,SOLO,1687.4269,0.173998624
IPIXUNA,IPX003,SOLO,1697.2943,0.170992598
IPIXUNA,IPX003,SOLO,1707.0945,0.168337524
IPIXUNA,IPX003,SOLO,1716.8589,0.169176772
IPIXUNA,IPX003,SOLO,1726.6516,0.161776155
IPIXUNA,IPX003,SOLO,1736.4883,0.161562517
IPIXUNA,IPX003,SOLO,1746.2192,0.153536275
IPIXUNA,IPX003,SOLO,1755.833,0.14799726
IPIXUNA,IPX003,SOLO,1765.5127,0.149782553
IPIXUNA,IPX003,SOLO,1775.1178,0.15133898
IPIXUNA,IPX003,SOLO,1784.7173,0.180041194
IPIXUNA,IPX003,SOLO,1793.9531,0.255710691
IPIXUNA,IPX003,SOLO,1958.6244,0.278355092
IPIXUNA,IPX003,SOLO,1967.3418,0.084901199
IPIXUNA,IPX003,SOLO,1976.0129,0.042313267
IPIXUNA,IPX003,SOLO,1984.853,0.033966582
IPIXUNA,IPX003,SOLO,1993.5482,0.044647899
IPIXUNA,IPX003,SOLO,2002.1106,0.0530251
IPIXUNA,IPX003,SOLO,2010.6614,0.088212408
IPIXUNA,IPX003,SOLO,2019.3214,0.054413673
IPIXUNA,IPX003,SOLO,2027.7267,0.04274052
IPIXUNA,IPX003,SOLO,2036.2607,0.044373237
IPIXUNA,IPX003,SOLO,2044.6809,0.048035402
IPIXUNA,IPX003,SOLO,2053.0078,0.053788051
IPIXUNA,IPX003,SOLO,2061.3787,0.055634394
IPIXUNA,IPX003,SOLO,2069.7957,0.053788051
IPIXUNA,IPX003,SOLO,2077.9915,0.055252917
IPIXUNA,IPX003,SOLO,2086.3823,0.053482872
IPIXUNA,IPX003,SOLO,2094.6252,0.054123752
IPIXUNA,IPX003,SOLO,2102.8213,0.052368965
IPIXUNA,IPX003,SOLO,2111.0391,0.056900892
IPIXUNA,IPX003,SOLO,2119.2314,0.058686197
IPIXUNA,IPX003,SOLO,2127.3372,0.060624093
IPIXUNA,IPX003,SOLO,2135.5103,0.062943466
IPIXUNA,IPX003,SOLO,2143.4656,0.066437781
IPIXUNA,IPX003,SOLO,2151.3862,0.064759292
IPIXUNA,IPX003,SOLO,2159.564,0.068436712
IPIXUNA,IPX003,SOLO,2167.4849,0.070832379
IPIXUNA,IPX003,SOLO,2175.3442,0.073929958
IPIXUNA,IPX003,SOLO,2183.4202,0.074937053
IPIXUNA,IPX003,SOLO,2191.1003,0.079362176
IPIXUNA,IPX003,SOLO,2199.1353,0.079194322
IPIXUNA,IPX003,SOLO,2206.843,0.081971467
IPIXUNA,IPX003,SOLO,2214.625,0.081361108
IPIXUNA,IPX003,SOLO,2222.4263,0.077470057
IPIXUNA,IPX003,SOLO,2230.0076,0.079194322
IPIXUNA,IPX003,SOLO,2237.9041,0.077058062
IPIXUNA,IPX003,SOLO,2245.4485,0.075928897
IPIXUNA,IPX003,SOLO,2253.1104,0.074738689
IPIXUNA,IPX003,SOLO,2260.8665,0.072663464
IPIXUNA,IPX003,SOLO,2268.2883,0.073594265
IPIXUNA,IPX003,SOLO,2276.0537,0.06915389
IPIXUNA,IPX003,SOLO,2283.4934,0.069123372
IPIXUNA,IPX003,SOLO,2290.8267,0.066239417
IPIXUNA,IPX003,SOLO,2298.6094,0.062272068
IPIXUNA,IPX003,SOLO,2305.7227,0.058426794
IPIXUNA,IPX003,SOLO,2313.2007,0.053437095
IPIXUNA,IPX003,SOLO,2320.8955,0.054779887
IPIXUNA,IPX003,SOLO,2327.8242,0.053162433
IPIXUNA,IPX003,SOLO,2335.5264,0.05586328
IPIXUNA,IPX003,SOLO,2342.8228,0.053604946
IPIXUNA,IPX003,SOLO,2349.7915,0.046417944
IPIXUNA,IPX003,SOLO,2357.2937,0.034088656
IPIXUNA,IPX003,SOLO,2364.5945,0.033905547
IPIXUNA,IPX003,SOLO,2371.5522,0.026398107
IPIXUNA,IPX003,SOLO,2378.771,0.023819333
IPIXUNA,IPX003,SOLO,2386.0618,0.02526894
IPIXUNA,IPX003,SOLO,2393.0388,0.026626993
IPIXUNA,IPX003,SOLO,2400.0359,0.028747998
IPIXUNA,IPX003,SOLO,2407.6045,0.021713588
IPIXUNA,IPX003,SOLO,2414.3567,0.022598611
IPIXUNA,IPX003,SOLO,2421.2373,0.022659648
IPIXUNA,IPX003,SOLO,2428.6677,0.022262912
IPIXUNA,IPX003,SOLO,2435.5442,0.02090486
IPIXUNA,IPX003,SOLO,2442.4031,0.022156101
IPIXUNA,IPX003,SOLO,2449.1423,0.020813307
IPIXUNA,IPX003,SOLO,2456.5857,0.017212177
IPIXUNA,IPX003,SOLO,2463.0303,0.019958802
IPIXUNA,IPX003,SOLO,2469.6272,0.022186618
IPIXUNA,IPX003,SOLO,2477.0549,0.022476539
IPIXUNA,IPX003,SOLO,2483.793,0.019882506
IPIXUNA,IPX003,SOLO,2490.2192,0.019989319
IPIXUNA,IPX003,SOLO,2497.1155,0.027252613
IPIXUNA,IPX004,SOLO,406.99341,0.094804302
IPIXUNA,IPX004,SOLO,415.83899,0.101915009
IPIXUNA,IPX004,SOLO,423.78476,0.121782251
IPIXUNA,IPX004,SOLO,431.33469,0.105699241
IPIXUNA,IPX004,SOLO,438.65689,0.109468222
IPIXUNA,IPX004,SOLO,446.01471,0.109010451
IPIXUNA,IPX004,SOLO,453.38947,0.104890518
IPIXUNA,IPX004,SOLO,460.73175,0.100984208
IPIXUNA,IPX004,SOLO,468.09842,0.095460445
IPIXUNA,IPX004,SOLO,475.31885,0.102830552
IPIXUNA,IPX004,SOLO,482.54816,0.100389108
IPIXUNA,IPX004,SOLO,489.79486000000003,0.099946596
IPIXUNA,IPX004,SOLO,497.05865,0.097474635
IPIXUNA,IPX004,SOLO,504.51172,0.108049132
IPIXUNA,IPX004,SOLO,512.04639,0.101899751
IPIXUNA,IPX004,SOLO,519.54376,0.106431678
IPIXUNA,IPX004,SOLO,527.3053,0.118013278
IPIXUNA,IPX004,SOLO,535.05255,0.135362789
IPIXUNA,IPX004,SOLO,542.88513,0.141329065
IPIXUNA,IPX004,SOLO,550.91461,0.136171505
IPIXUNA,IPX004,SOLO,559.02026,0.140352488
IPIXUNA,IPX004,SOLO,567.20612,0.136812389
IPIXUNA,IPX004,SOLO,575.48682,0.132616162
IPIXUNA,IPX004,SOLO,583.84412,0.127748534
IPIXUNA,IPX004,SOLO,592.33899,0.121904328
IPIXUNA,IPX004,SOLO,601.0144,0.125841156
IPIXUNA,IPX004,SOLO,609.95819,0.123140305
IPIXUNA,IPX004,SOLO,618.71997,0.121705957
IPIXUNA,IPX004,SOLO,627.77844,0.126451507
IPIXUNA,IPX004,SOLO,636.67627,0.125566497
IPIXUNA,IPX004,SOLO,645.96381,0.121721216
IPIXUNA,IPX004,SOLO,655.41876,0.119630732
IPIXUNA,IPX004,SOLO,664.8941,0.118989855
IPIXUNA,IPX004,SOLO,674.46436,0.116548412
IPIXUNA,IPX004,SOLO,684.13727,0.121202409
IPIXUNA,IPX004,SOLO,694.12836,0.14793621
IPIXUNA,IPX004,SOLO,703.737,0.172961012
IPIXUNA,IPX004,SOLO,713.72687,0.215747312
IPIXUNA,IPX004,SOLO,723.87994,0.272938132
IPIXUNA,IPX004,SOLO,733.9552,0.318699926
IPIXUNA,IPX004,SOLO,744.14954,0.372503251
IPIXUNA,IPX004,SOLO,754.4696,0.414969087
IPIXUNA,IPX004,SOLO,764.85645,0.447608143
IPIXUNA,IPX004,SOLO,775.2735,0.461936384
IPIXUNA,IPX004,SOLO,785.65955,0.428229183
IPIXUNA,IPX004,SOLO,796.12701,0.426459134
IPIXUNA,IPX004,SOLO,806.71106,0.442710012
IPIXUNA,IPX004,SOLO,817.31104,0.414145112
IPIXUNA,IPX004,SOLO,827.91949,0.428274959
IPIXUNA,IPX004,SOLO,838.52722000000006,0.442618459
IPIXUNA,IPX004,SOLO,849.20996,0.456015855
IPIXUNA,IPX004,SOLO,859.97314,0.463218123
IPIXUNA,IPX004,SOLO,870.74255,0.4627451
IPIXUNA,IPX004,SOLO,881.45605,0.479194313
IPIXUNA,IPX004,SOLO,892.08093,0.480216682
IPIXUNA,IPX004,SOLO,902.80164,0.443839163
IPIXUNA,IPX004,SOLO,913.44507,0.41329062
IPIXUNA,IPX004,SOLO,923.9502,0.466376752
IPIXUNA,IPX004,SOLO,934.11206,0.485206366
IPIXUNA,IPX004,SOLO,944.62732,0.476661325
IPIXUNA,IPX004,SOLO,956.27148,0.407705814
IPIXUNA,IPX004,SOLO,967.02667,0.377370864
IPIXUNA,IPX004,SOLO,977.36542,0.398901343
IPIXUNA,IPX004,SOLO,943.35791,0.382024884
IPIXUNA,IPX004,SOLO,951.40143,0.387075603
IPIXUNA,IPX004,SOLO,959.974,0.326161593
IPIXUNA,IPX004,SOLO,969.84491,0.370336473
IPIXUNA,IPX004,SOLO,979.224,0.38069734
IPIXUNA,IPX004,SOLO,988.91791,0.397497535
IPIXUNA,IPX004,SOLO,998.9082,0.413839936
IPIXUNA,IPX004,SOLO,1008.6443,0.418341339
IPIXUNA,IPX004,SOLO,1018.5357,0.430853754
IPIXUNA,IPX004,SOLO,1029.344,0.448447406
IPIXUNA,IPX004,SOLO,1037.9878,0.450278491
IPIXUNA,IPX004,SOLO,1047.675,0.455802232
IPIXUNA,IPX004,SOLO,1057.5737,0.463279158
IPIXUNA,IPX004,SOLO,1067.7948,0.460929275
IPIXUNA,IPX004,SOLO,1078.2161,0.449256122
IPIXUNA,IPX004,SOLO,1088.761,0.439566642
IPIXUNA,IPX004,SOLO,1099.2776,0.416327149
IPIXUNA,IPX004,SOLO,1109.8894,0.402899206
IPIXUNA,IPX004,SOLO,1120.6759,0.433188379
IPIXUNA,IPX004,SOLO,1131.3048,0.58356601
IPIXUNA,IPX004,SOLO,1142.0703,0.46475929
IPIXUNA,IPX004,SOLO,1152.6501,0.370687425
IPIXUNA,IPX004,SOLO,1163.676,0.355260551
IPIXUNA,IPX004,SOLO,1174.7142,0.351186395
IPIXUNA,IPX004,SOLO,1185.5884,0.367269397
IPIXUNA,IPX004,SOLO,1196.3394,0.374303818
IPIXUNA,IPX004,SOLO,1207.2737,0.37213704
IPIXUNA,IPX004,SOLO,1217.8635,0.384390026
IPIXUNA,IPX004,SOLO,1229.1852,0.394216835
IPIXUNA,IPX004,SOLO,1240.2145,0.403524846
IPIXUNA,IPX004,SOLO,1250.9799,0.426108181
IPIXUNA,IPX004,SOLO,1262.5322,0.452231646
IPIXUNA,IPX004,SOLO,1273.4963,0.458655685
IPIXUNA,IPX004,SOLO,1284.4878,0.418417633
IPIXUNA,IPX004,SOLO,1295.4218,0.378316939
IPIXUNA,IPX004,SOLO,1306.218,0.3457084
IPIXUNA,IPX004,SOLO,1317.2566,0.33186847
IPIXUNA,IPX004,SOLO,1328.2993,0.316121161
IPIXUNA,IPX004,SOLO,1339.1294,0.390951395
IPIXUNA,IPX004,SOLO,1459.3157,0.409689486
IPIXUNA,IPX004,SOLO,1469.9308,0.335027099
IPIXUNA,IPX004,SOLO,1480.8422,0.232639045
IPIXUNA,IPX004,SOLO,1491.4292,0.152101934
IPIXUNA,IPX004,SOLO,1502.0236,0.143038064
IPIXUNA,IPX004,SOLO,1512.6333,0.151003286
IPIXUNA,IPX004,SOLO,1523.2222,0.158556491
IPIXUNA,IPX004,SOLO,1533.7764,0.167360947
IPIXUNA,IPX004,SOLO,1544.2262,0.175478756
IPIXUNA,IPX004,SOLO,1554.8168,0.183154047
IPIXUNA,IPX004,SOLO,1565.3688,0.19305715
IPIXUNA,IPX004,SOLO,1575.6274,0.205706879
IPIXUNA,IPX004,SOLO,1585.8597,0.214984357
IPIXUNA,IPX004,SOLO,1596.2454,0.221759364
IPIXUNA,IPX004,SOLO,1606.4913,0.227878228
IPIXUNA,IPX004,SOLO,1616.8336,0.234592199
IPIXUNA,IPX004,SOLO,1627.021,0.23364614
IPIXUNA,IPX004,SOLO,1637.0919,0.234988943
IPIXUNA,IPX004,SOLO,1647.2316,0.237369344
IPIXUNA,IPX004,SOLO,1656.933,0.238864735
IPIXUNA,IPX004,SOLO,1667.1851,0.242404819
IPIXUNA,IPX004,SOLO,1677.3193,0.241901278
IPIXUNA,IPX004,SOLO,1687.4269,0.237201497
IPIXUNA,IPX004,SOLO,1697.2943,0.23376821
IPIXUNA,IPX004,SOLO,1707.0945,0.231662467
IPIXUNA,IPX004,SOLO,1716.8589,0.232257575
IPIXUNA,IPX004,SOLO,1726.6516,0.228870064
IPIXUNA,IPX004,SOLO,1736.4883,0.220859081
IPIXUNA,IPX004,SOLO,1746.2192,0.214038298
IPIXUNA,IPX004,SOLO,1755.833,0.212405592
IPIXUNA,IPX004,SOLO,1765.5127,0.204943925
IPIXUNA,IPX004,SOLO,1775.1178,0.208422974
IPIXUNA,IPX004,SOLO,1784.7173,0.232669562
IPIXUNA,IPX004,SOLO,1793.9531,0.314564735
IPIXUNA,IPX004,SOLO,1958.6244,0.317875952
IPIXUNA,IPX004,SOLO,1967.3418,0.135500118
IPIXUNA,IPX004,SOLO,1976.0129,0.08287175
IPIXUNA,IPX004,SOLO,1984.853,0.071320668
IPIXUNA,IPX004,SOLO,1993.5482,0.084565498
IPIXUNA,IPX004,SOLO,2002.1106,0.109895475
IPIXUNA,IPX004,SOLO,2010.6614,0.152483404
IPIXUNA,IPX004,SOLO,2019.3214,0.100694284
IPIXUNA,IPX004,SOLO,2027.7267,0.085282676
IPIXUNA,IPX004,SOLO,2036.2607,0.085572593
IPIXUNA,IPX004,SOLO,2044.6809,0.096818492
IPIXUNA,IPX004,SOLO,2053.0078,0.09825284
IPIXUNA,IPX004,SOLO,2061.3787,0.113801785
IPIXUNA,IPX004,SOLO,2069.7957,0.106477454
IPIXUNA,IPX004,SOLO,2077.9915,0.106782638
IPIXUNA,IPX004,SOLO,2086.3823,0.10464637
IPIXUNA,IPX004,SOLO,2094.6252,0.104997329
IPIXUNA,IPX004,SOLO,2102.8213,0.105531394
IPIXUNA,IPX004,SOLO,2111.0391,0.108979933
IPIXUNA,IPX004,SOLO,2119.2314,0.110536352
IPIXUNA,IPX004,SOLO,2127.3372,0.11622797
IPIXUNA,IPX004,SOLO,2135.5103,0.119890139
IPIXUNA,IPX004,SOLO,2143.4656,0.126710922
IPIXUNA,IPX004,SOLO,2151.3862,0.124422066
IPIXUNA,IPX004,SOLO,2159.564,0.124071106
IPIXUNA,IPX004,SOLO,2167.4849,0.130418867
IPIXUNA,IPX004,SOLO,2175.3442,0.130174711
IPIXUNA,IPX004,SOLO,2183.4202,0.131517515
IPIXUNA,IPX004,SOLO,2191.1003,0.138902873
IPIXUNA,IPX004,SOLO,2199.1353,0.135744259
IPIXUNA,IPX004,SOLO,2206.843,0.142504007
IPIXUNA,IPX004,SOLO,2214.625,0.138735026
IPIXUNA,IPX004,SOLO,2222.4263,0.140566111
IPIXUNA,IPX004,SOLO,2230.0076,0.13893339
IPIXUNA,IPX004,SOLO,2237.9041,0.138963908
IPIXUNA,IPX004,SOLO,2245.4485,0.139681086
IPIXUNA,IPX004,SOLO,2253.1104,0.136446178
IPIXUNA,IPX004,SOLO,2260.8665,0.137651637
IPIXUNA,IPX004,SOLO,2268.2883,0.133653775
IPIXUNA,IPX004,SOLO,2276.0537,0.130861372
IPIXUNA,IPX004,SOLO,2283.4934,0.130128935
IPIXUNA,IPX004,SOLO,2290.8267,0.122545205
IPIXUNA,IPX004,SOLO,2298.6094,0.119813837
IPIXUNA,IPX004,SOLO,2305.7227,0.11445792
IPIXUNA,IPX004,SOLO,2313.2007,0.09671168
IPIXUNA,IPX004,SOLO,2320.8955,0.094483867
IPIXUNA,IPX004,SOLO,2327.8242,0.102220185
IPIXUNA,IPX004,SOLO,2335.5264,0.105836578
IPIXUNA,IPX004,SOLO,2342.8228,0.102433816
IPIXUNA,IPX004,SOLO,2349.7915,0.092805371
IPIXUNA,IPX004,SOLO,2357.2937,0.065201804
IPIXUNA,IPX004,SOLO,2364.5945,0.064621955
IPIXUNA,IPX004,SOLO,2371.5522,0.055191882
IPIXUNA,IPX004,SOLO,2378.771,0.049515527
IPIXUNA,IPX004,SOLO,2386.0618,0.049988557
IPIXUNA,IPX004,SOLO,2393.0388,0.051407646
IPIXUNA,IPX004,SOLO,2400.0359,0.052857254
IPIXUNA,IPX004,SOLO,2407.6045,0.04309148
IPIXUNA,IPX004,SOLO,2414.3567,0.042771038
IPIXUNA,IPX004,SOLO,2421.2373,0.037949186
IPIXUNA,IPX004,SOLO,2428.6677,0.042206455
IPIXUNA,IPX004,SOLO,2435.5442,0.043717097
IPIXUNA,IPX004,SOLO,2442.4031,0.044235904
IPIXUNA,IPX004,SOLO,2449.1423,0.03570611
IPIXUNA,IPX004,SOLO,2456.5857,0.036835279
IPIXUNA,IPX004,SOLO,2463.0303,0.035797667
IPIXUNA,IPX004,SOLO,2469.6272,0.039383534
IPIXUNA,IPX004,SOLO,2477.0549,0.039475091
IPIXUNA,IPX004,SOLO,2483.793,0.048599984
IPIXUNA,IPX004,SOLO,2490.2192,0.057557032
IPIXUNA,IPX004,SOLO,2497.1155,0.066132598
IPIXUNA,IPX005,SOLO,406.99341,0.136659801
IPIXUNA,IPX005,SOLO,415.83899,0.128435194
IPIXUNA,IPX005,SOLO,423.78476,0.13499656300000001
IPIXUNA,IPX005,SOLO,431.33469,0.140871286
IPIXUNA,IPX005,SOLO,438.65689,0.140245676
IPIXUNA,IPX005,SOLO,446.01471,0.138155177
IPIXUNA,IPX005,SOLO,453.38947,0.136964977
IPIXUNA,IPX005,SOLO,460.73175,0.134966046
IPIXUNA,IPX005,SOLO,468.09842,0.130525678
IPIXUNA,IPX005,SOLO,475.31885,0.133363858
IPIXUNA,IPX005,SOLO,482.54816,0.133119702
IPIXUNA,IPX005,SOLO,489.79486000000003,0.143923089
IPIXUNA,IPX005,SOLO,497.05865,0.136766613
IPIXUNA,IPX005,SOLO,504.51172,0.145387962
IPIXUNA,IPX005,SOLO,512.04639,0.143938348
IPIXUNA,IPX005,SOLO,519.54376,0.151018545
IPIXUNA,IPX005,SOLO,527.3053,0.162020296
IPIXUNA,IPX005,SOLO,535.05255,0.17203021
IPIXUNA,IPX005,SOLO,542.88513,0.179522395
IPIXUNA,IPX005,SOLO,550.91461,0.185275048
IPIXUNA,IPX005,SOLO,559.02026,0.183398187
IPIXUNA,IPX005,SOLO,567.20612,0.187655449
IPIXUNA,IPX005,SOLO,575.48682,0.191638052
IPIXUNA,IPX005,SOLO,583.84412,0.19249256
IPIXUNA,IPX005,SOLO,592.33899,0.185534447
IPIXUNA,IPX005,SOLO,601.0144,0.192629889
IPIXUNA,IPX005,SOLO,609.95819,0.198199436
IPIXUNA,IPX005,SOLO,618.71997,0.201190203
IPIXUNA,IPX005,SOLO,627.77844,0.204501405
IPIXUNA,IPX005,SOLO,636.67627,0.208636612
IPIXUNA,IPX005,SOLO,645.96381,0.20595102
IPIXUNA,IPX005,SOLO,655.41876,0.204486147
IPIXUNA,IPX005,SOLO,664.8941,0.210345611
IPIXUNA,IPX005,SOLO,674.46436,0.211093307
IPIXUNA,IPX005,SOLO,684.13727,0.218860149
IPIXUNA,IPX005,SOLO,694.12836,0.231219962
IPIXUNA,IPX005,SOLO,703.737,0.231845573
IPIXUNA,IPX005,SOLO,713.72687,0.248371094
IPIXUNA,IPX005,SOLO,723.87994,0.259235531
IPIXUNA,IPX005,SOLO,733.9552,0.268726647
IPIXUNA,IPX005,SOLO,744.14954,0.297276258
IPIXUNA,IPX005,SOLO,754.4696,0.329091311
IPIXUNA,IPX005,SOLO,764.85645,0.356633872
IPIXUNA,IPX005,SOLO,775.2735,0.360875875
IPIXUNA,IPX005,SOLO,785.65955,0.331837952
IPIXUNA,IPX005,SOLO,796.12701,0.333836883
IPIXUNA,IPX005,SOLO,806.71106,0.344274044
IPIXUNA,IPX005,SOLO,817.31104,0.316227973
IPIXUNA,IPX005,SOLO,827.91949,0.325169742
IPIXUNA,IPX005,SOLO,838.52722000000006,0.333196014
IPIXUNA,IPX005,SOLO,849.20996,0.34193942
IPIXUNA,IPX005,SOLO,859.97314,0.347539485
IPIXUNA,IPX005,SOLO,870.74255,0.347646296
IPIXUNA,IPX005,SOLO,881.45605,0.357778281
IPIXUNA,IPX005,SOLO,892.08093,0.351064324
IPIXUNA,IPX005,SOLO,902.80164,0.321034551
IPIXUNA,IPX005,SOLO,913.44507,0.300450146
IPIXUNA,IPX005,SOLO,923.9502,0.331914246
IPIXUNA,IPX005,SOLO,934.11206,0.351567864
IPIXUNA,IPX005,SOLO,944.62732,0.35577935
IPIXUNA,IPX005,SOLO,956.27148,0.308796823
IPIXUNA,IPX005,SOLO,967.02667,0.276981771
IPIXUNA,IPX005,SOLO,977.36542,0.283939868
IPIXUNA,IPX005,SOLO,943.35791,0.286442369
IPIXUNA,IPX005,SOLO,951.40143,0.278843373
IPIXUNA,IPX005,SOLO,959.974,0.25232318
IPIXUNA,IPX005,SOLO,969.84491,0.27649349
IPIXUNA,IPX005,SOLO,979.224,0.277973592
IPIXUNA,IPX005,SOLO,988.91791,0.289662004
IPIXUNA,IPX005,SOLO,998.9082,0.308598459
IPIXUNA,IPX005,SOLO,1008.6443,0.312520027
IPIXUNA,IPX005,SOLO,1018.5357,0.317006171
IPIXUNA,IPX005,SOLO,1029.344,0.328572512
IPIXUNA,IPX005,SOLO,1037.9878,0.330510408
IPIXUNA,IPX005,SOLO,1047.675,0.33160907
IPIXUNA,IPX005,SOLO,1057.5737,0.337605864
IPIXUNA,IPX005,SOLO,1067.7948,0.338460356
IPIXUNA,IPX005,SOLO,1078.2161,0.327824831
IPIXUNA,IPX005,SOLO,1088.761,0.318867773
IPIXUNA,IPX005,SOLO,1099.2776,0.298176557
IPIXUNA,IPX005,SOLO,1109.8894,0.292927444
IPIXUNA,IPX005,SOLO,1120.6759,0.335179687
IPIXUNA,IPX005,SOLO,1131.3048,0.435034722
IPIXUNA,IPX005,SOLO,1142.0703,0.345296413
IPIXUNA,IPX005,SOLO,1152.6501,0.294316024
IPIXUNA,IPX005,SOLO,1163.676,0.268375665
IPIXUNA,IPX005,SOLO,1174.7142,0.265171289
IPIXUNA,IPX005,SOLO,1185.5884,0.279484242
IPIXUNA,IPX005,SOLO,1196.3394,0.288380265
IPIXUNA,IPX005,SOLO,1207.2737,0.285831988
IPIXUNA,IPX005,SOLO,1217.8635,0.290562302
IPIXUNA,IPX005,SOLO,1229.1852,0.302174419
IPIXUNA,IPX005,SOLO,1240.2145,0.312550545
IPIXUNA,IPX005,SOLO,1250.9799,0.328191042
IPIXUNA,IPX005,SOLO,1262.5322,0.35494011600000003
IPIXUNA,IPX005,SOLO,1273.4963,0.358754873
IPIXUNA,IPX005,SOLO,1284.4878,0.323720157
IPIXUNA,IPX005,SOLO,1295.4218,0.292622268
IPIXUNA,IPX005,SOLO,1306.218,0.269733727
IPIXUNA,IPX005,SOLO,1317.2566,0.261173427
IPIXUNA,IPX005,SOLO,1328.2993,0.252628356
IPIXUNA,IPX005,SOLO,1339.1294,0.309697121
IPIXUNA,IPX005,SOLO,1459.3157,0.320241094
IPIXUNA,IPX005,SOLO,1469.9308,0.266208887
IPIXUNA,IPX005,SOLO,1480.8422,0.197070271
IPIXUNA,IPX005,SOLO,1491.4292,0.148409247
IPIXUNA,IPX005,SOLO,1502.0236,0.137575343
IPIXUNA,IPX005,SOLO,1512.6333,0.14944686
IPIXUNA,IPX005,SOLO,1523.2222,0.161608294
IPIXUNA,IPX005,SOLO,1533.7764,0.166063935
IPIXUNA,IPX005,SOLO,1544.2262,0.171618223
